Date,Avg Close Price
2019-01,180.92566414285716
2019-02,197.92553638095242
2019-03,189.27956736363637
2019-04,191.20937509999993
2019-05,203.34506145454547
2019-06,203.65415540909098
2019-07,216.82788235000004
2019-08,234.02682560869578
2019-09,261.74549173598479
2019-10,275.87098628571432
2020-11,311.17767328571424
2020-12,320.76028981818183

